"ANYO","DEPTO","VARIABLE","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
2013,"ARAUCA","PRECIP",0.357142857142857,11.95,116.225,248.6375,299.7,294.883333333333,275.34,244.82,294.94,228.68,175.72,29.2
2014,"ARAUCA","PRECIP",9.28666666666667,25.54,9.43,289.45,170.44,302.28,261.33,155.45,259.67,200.5,NA,49.95
2007,"ATLANTICO","PRECIP",0,4.7375,21.2,144.925,195.466666666667,100.695833333333,152.65,242.3375,128.958333333333,249.858333333333,70.7333333333333,25.956
2008,"ATLANTICO","PRECIP",1.612,8.632,22.0833333333333,55.425,117.670833333333,137.908333333333,133.004166666667,201.804166666667,249.673913043478,226.517391304348,226.104166666667,8.932
2009,"ATLANTICO","PRECIP",6.16,0.264,12,35.948,143.164,119.488,43.132,160.8,106.52,135.344,101.820833333333,17.28
2010,"ATLANTICO","PRECIP",1.27105263157895,2.78026315789474,78.3972602739726,62.4315068493151,136.294520547945,227.146575342466,235.245205479452,208.098630136986,226.167123287671,279.92676056338,303.960294117647,100.740298507463
2011,"ATLANTICO","PRECIP",7.52564102564103,10.5641025641026,38.7153846153846,40.16,149.803333333333,145.346428571429,194.395833333333,152.570833333333,169.654166666667,361.783333333333,276.534782608696,65.595652173913
2012,"ATLANTICO","PRECIP",2.04545454545455,4.59090909090909,10.0047619047619,89.1857142857143,160.1,77.4833333333333,56.6368421052632,151.761111111111,135.375,140.152941176471,101.457142857143,31.3142857142857
2013,"ATLANTICO","PRECIP",0,4.28571428571429,2.88571428571429,37.6285714285714,136.233333333333,48.7,30.25,148.8,329.2,96.45,70.45,0
2014,"ATLANTICO","PRECIP",8.33333333333333,25,25,56.37,64.1566666666667,45.42,32.65,93.02,170.71,294.96,NA,46.13
2007,"BOGOTA","PRECIP",9.33333333333333,22.7947368421053,54.2647058823529,120.23125,83.3787234042553,116.06,54.9857142857143,80.2161290322581,34.4666666666667,154.662162162162,93.4551724137931,99.6
2008,"BOGOTA","PRECIP",25.425,58.0857142857143,85.7526315789474,91.3060606060606,185.372222222222,109.541176470588,83.5857142857143,81.3,54.4466666666667,104.941463414634,156.144444444444,67.2
2009,"BOGOTA","PRECIP",63.3352941176471,71.2789473684211,103.62,82.3,43.0022222222222,79.1875,95.24,58.9826086956522,39.6772727272727,127.504545454545,65.3772727272727,25.705
2010,"BOGOTA","PRECIP",16.975,36.3666666666667,36.7571428571429,205.752631578947,184.755,111.21,142.68,58.6157894736842,68.915,131.985,189.255555555556,130.611764705882
2011,"BOGOTA","PRECIP",62.0611111111111,98.5733333333333,142.266666666667,202.372727272727,131.17,64.23,62.8222222222222,53.48,51.04,151.7,315.7,NA
2007,"BOLIVAR","PRECIP",1.76413793103448,19.7393103448276,66.1007092198582,197.911888111888,305.516083916084,222.14965034965,221.145454545455,331.674125874126,252.797122302158,369.076595744681,165.479432624113,116.428368794326
2008,"BOLIVAR","PRECIP",23.2040816326531,33.2848275862069,81.5734265734266,126.289655172414,249.053691275168,189.076510067114,299.808053691275,311.651006711409,248.78389261745,271.412080536913,324.933793103448,54.7314685314685
2009,"BOLIVAR","PRECIP",29.4248275862069,28.7020408163265,127.594244604317,121.880291970803,187.481751824818,199.795683453237,150.443609022556,232.173722627737,144.702222222222,203.744776119403,213.810447761194,63.1880597014925
2010,"BOLIVAR","PRECIP",5.4975845410628,20.0990243902439,89.1931707317073,196.706341463415,240.228855721393,322.125870646766,388.411055276382,365.842211055276,340.475124378109,406.755050505051,421.487254901961,237.594285714286
2011,"BOLIVAR","PRECIP",49.1427419354839,63.5688524590164,138.519166666667,274.415384615385,271.139,296.658333333333,308.480434782609,265.055056179775,286.353424657534,370.8,378.239436619718,217.39
2012,"BOLIVAR","PRECIP",32.7422535211268,24.7042253521127,46.6225352112676,260.0671875,262.435593220339,201.780434782609,194.4375,351.517021276596,274.025,292.244186046512,255.204545454545,172.61875
2013,"BOLIVAR","PRECIP",3.8125,66.975,159.76875,263.85625,519.653333333333,382.553333333333,181.192307692308,453.138461538462,451.8,643.888888888889,502.25,221.625
2014,"BOLIVAR","PRECIP",64.5533333333333,61.2366666666667,95.33,169.41,406.693333333333,232.644285714286,66.34,206.1,213,186.8,NA,66.86
2007,"BOYACA","PRECIP",38.444512195122,23.464880952381,123.17380952381,182.315476190476,206.007738095238,153.474705882353,113.676023391813,183.413609467456,124.170414201183,210.465088757396,118.896363636364,86.6025641025641
2008,"BOYACA","PRECIP",50.6952662721894,50.8188235294118,83.9544378698225,137.271515151515,231.152631578947,194.980588235294,161.641666666667,174.950289017341,140.785542168675,166.872619047619,203.499393939394,48.8974193548387
2009,"BOYACA","PRECIP",72.291124260355,62.016091954023,138.360946745562,124.694219653179,125.089534883721,158.812352941176,109.943113772455,146.301204819277,87.9904191616766,140.838787878788,96.6221556886228,39.1502994011976
2010,"BOYACA","PRECIP",10.8027777777778,37.1246575342466,99.986301369863,230.441379310345,246.132876712329,162.536206896552,253.464383561644,127.868292682927,145.947552447552,158.916724738676,199.214788732394,103.458518518519
2011,"BOYACA","PRECIP",35.3483394833948,99.4409594095941,164.262172284644,283.909505703422,253.227519379845,160.057088122605,128.632156862745,144.744303797468,149.812560386473,189.861788617886,218.563636363636,111.955
2012,"BOYACA","PRECIP",55.3475409836066,41.1176470588235,153.41512605042,283.82479338843,148.603361344538,138.536974789916,187.608474576271,162.214912280702,88.3913043478261,154.730172413793,89.9725,48.8872881355932
2013,"BOYACA","PRECIP",14.8338842975207,78.3697478991597,87.6880341880342,160.1,187.636842105263,100.903333333333,141.213043478261,158.329824561404,105.210619469027,130.594736842105,162.12375,68.7885714285714
2014,"BOYACA","PRECIP",46.69,90.89,80.23,193.35,186.34,139.65,137.42,125.22,131.99,310.11,NA,87.08
2007,"CALDAS","PRECIP",229.866666666667,55.65,297.073333333333,369.703333333333,347.328125,86.025,190.026666666667,230.78125,204.154838709677,472.74375,311.065625,292.376666666667
2008,"CALDAS","PRECIP",171.24,238.156666666667,315.173333333333,263.566666666667,417.376666666667,216.906666666667,204.39,340.68,225.461290322581,343.435483870968,527.564516129032,231.751612903226
2009,"CALDAS","PRECIP",196.993103448276,199.151612903226,283.141935483871,226.509677419355,264.506451612903,241.809677419355,66.2193548387097,177.767741935484,106.441935483871,292.206451612903,289.164516129032,150.167741935484
2010,"CALDAS","PRECIP",70.7836363636364,106.333333333333,186.461538461538,207.15,263.056603773585,244.6,313.217307692308,198.955769230769,295.563829787234,328.703846153846,524.377777777778,337.014814814815
2011,"CALDAS","PRECIP",134.630909090909,246.383673469388,284.160416666667,400.25652173913,233.60652173913,173.313333333333,183.237209302326,193.877142857143,179.06875,374.185714285714,429.292857142857,409.967857142857
2012,"CALDAS","PRECIP",272.153571428571,131.292857142857,219.325,381.632142857143,238.862962962963,121.125925925926,71.5740740740741,140.822222222222,100.014814814815,316.162962962963,259.4,189.592592592593
2013,"CALDAS","PRECIP",100.010714285714,278.2,192.722222222222,221.533333333333,338.257692307692,157.232142857143,50.472,171.7625,198.363157894737,241.595,275,161.1
2014,"CALDAS","PRECIP",120.503,146.653684210526,172.458333333333,155.731428571429,230.152,102.33,30.41,71.94,245.79,227.8,NA,198.08
2007,"CAQUETA","PRECIP",165.405882352941,81.4277777777778,365.594444444444,372.7,423.788888888889,440.968421052632,357.866666666667,302.726315789474,213.142105263158,268.116666666667,234.394736842105,155.933333333333
2008,"CAQUETA","PRECIP",130.544444444444,188.875,296.831578947368,312.08,477.16,404.165,316.710526315789,251.375,289.08,265.489473684211,264.9,107.073684210526
2009,"CAQUETA","PRECIP",211.157894736842,222.916666666667,372.805263157895,378.3,359.368421052632,450.211111111111,346.477777777778,270.631578947368,189.542105263158,194.147368421053,134.877777777778,144.794444444444
2010,"CAQUETA","PRECIP",101.538888888889,261.605882352941,384.278787878788,538.211111111111,390.235,370.645,321.584210526316,140.47,191.063157894737,217.584210526316,215.274285714286,156.321052631579
2011,"CAQUETA","PRECIP",66.0611111111111,135.589473684211,194.244444444444,395.133333333333,505.1125,439.465625,286.661538461538,163.175,259,183.044444444444,250.323529411765,237.570588235294
2012,"CAQUETA","PRECIP",116.95,251.964705882353,459.211764705882,431.783333333333,336.955555555556,284.823529411765,339.325,271.9875,226.05625,215.85625,141.15625,204.1
2013,"CAQUETA","PRECIP",89.9647058823529,269.382352941176,364.311764705882,308.835294117647,430.825,366.376470588235,448.486666666667,344.935714285714,275.430769230769,246.971428571429,230.175,170.083333333333
2014,"CAQUETA","PRECIP",144.438666666667,193.914615384615,311.788571428571,403.886428571429,445.818181818182,307.7475,309.19,224.14,177.36,287.14,NA,156.03
2007,"CASANARE","PRECIP",4.76774193548387,20.7,154.63,248.866666666667,435.229032258065,364.929032258065,226.512903225806,253.570967741935,297.658064516129,287.04375,87.5275862068966,55.9714285714286
2008,"CASANARE","PRECIP",5.809375,16.90625,38.309375,183.070967741935,407.6875,510.216129032258,378.646875,271.490625,294.353333333333,254.366666666667,215.042307692308,14.7576923076923
2009,"CASANARE","PRECIP",51.4290322580645,29.328125,91.796875,254.671875,322.89375,488.659375,372.1375,413.116129032258,209.445161290323,238.583333333333,129.348387096774,13.1806451612903
2010,"CASANARE","PRECIP",0.0666666666666667,34.5183333333333,222.203333333333,339.766129032258,419.313333333333,385.816666666667,371.656451612903,324.956666666667,216.425806451613,232.258064516129,229.071666666667,76.8193548387097
2011,"CASANARE","PRECIP",21.4879310344828,75.3241935483871,50.2016393442623,356.398245614035,559.372727272727,324.8,301.124561403509,224.810869565217,316.172093023256,285.483333333333,267.836666666667,109.144827586207
2012,"CASANARE","PRECIP",3.82666666666667,34.2551724137931,217.110344827586,460.496428571429,368.117857142857,381,452.3,277.455172413793,232.924137931034,353.389655172414,142.775,84.4310344827586
2013,"CASANARE","PRECIP",0.860714285714286,18.0214285714286,140.303448275862,256.410344827586,306.855172413793,259.703448275862,335.317857142857,245.675862068966,206.651851851852,171.188888888889,148.280952380952,34.8538461538462
2014,"CASANARE","PRECIP",5.2,44.27,32.175,436.396666666667,267.51,299.14,309.99,221.78,221.29,381.31,NA,58.55
2007,"CAUCA","PRECIP",199.041111111111,115.517045454545,279.406593406593,337.965591397849,316.227173913043,195.239130434783,155.565934065934,188.135869565217,124.330337078652,421.675824175824,314.28021978022,360.413043478261
2008,"CAUCA","PRECIP",318.462637362637,260.483146067416,267.353260869565,274.68152173913,325.761111111111,238.141304347826,197.060869565217,227.064130434783,191.801086956522,309.434065934066,357.425274725275,300.082222222222
2009,"CAUCA","PRECIP",294.454444444444,226.722222222222,295.615730337079,196.687777777778,213.06404494382,191.095505617978,129.472727272727,158.465909090909,123.614772727273,254.131460674157,277.226136363636,222.301136363636
2010,"CAUCA","PRECIP",87.7069892473118,172.721505376344,144.003191489362,313.905263157895,238.420212765957,209.790425531915,256.248663101604,120.443243243243,158.427659574468,300.344632768362,414.758659217877,306.202762430939
2011,"CAUCA","PRECIP",200.829943502825,295.607650273224,210.754857142857,370.885,227.929032258065,158.262666666667,191.729166666667,112.81981981982,157.346534653465,319.513186813187,361.749438202247,358.929213483146
2012,"CAUCA","PRECIP",357.659550561798,193.893258426966,182.795454545455,262.930120481928,126.449382716049,91.246835443038,81.1753424657534,98.8857142857143,71.7166666666667,279.665517241379,285.809090909091,215.690361445783
2013,"CAUCA","PRECIP",145.605952380952,220.98275862069,209.496470588235,246.375,336.001234567901,128.874390243902,129.767857142857,162.157831325301,140.814814814815,199.393506493506,292.095774647887,256.092957746479
2014,"CAUCA","PRECIP",204.910694444444,207.374366197183,229.111940298507,155.117936507937,208.863636363636,138.662727272727,122.75,191.76,214.66,294.07,NA,312.85
2007,"CESAR","PRECIP",2.9984126984127,9.12459016393443,118.590476190476,211.961290322581,282.633333333333,97.4875,130.9,282.680952380952,186.306666666667,323.145,124.195161290323,58.1338709677419
2008,"CESAR","PRECIP",8.45079365079365,24.6968253968254,93.1777777777778,131.190476190476,246.3125,144.771428571429,160.6109375,228.1984375,223.5234375,207.078125,254.655555555556,17.8138461538462
2009,"CESAR","PRECIP",44.8261538461538,10.6369230769231,126.0390625,111.049206349206,170.84,153.761538461538,86.9615384615385,156.1,100.42,184.124193548387,188.209836065574,38.59
2010,"CESAR","PRECIP",6.45241935483871,36.077868852459,125.023728813559,150.331404958678,268.615573770492,251.551239669421,257.010743801653,289.384033613445,321.426890756302,305.024369747899,313.044915254237,213.208474576271
2011,"CESAR","PRECIP",27.8533333333333,54.1504201680672,107.747619047619,214.307792207792,255.031578947368,170.2,213.834848484848,185.4609375,206.836206896552,370.085714285714,315.242105263158,119.762068965517
2012,"CESAR","PRECIP",7.01864406779661,10.4137931034483,76.8392857142857,231.169642857143,205.342105263158,132.824137931034,105.074137931034,211.777586206897,133.085964912281,321.822033898305,133.647272727273,33.0578947368421
2013,"CESAR","PRECIP",2.98245614035088,30.7666666666667,102.331578947368,136.156140350877,243.387037037037,127.423076923077,86.578431372549,234.608,228.828571428571,237.191666666667,160.445454545455,50.16
2014,"CESAR","PRECIP",35.71,32.16,72.25,113.55,217.6,44.6,32.59,174.79,208.6,377.13,NA,75.58
2007,"CHOCO","PRECIP",445.616666666667,237.766666666667,498.092857142857,622.453488372093,630.638095238095,569.93488372093,478.03023255814,731.73023255814,621.279069767442,665.16,694.445238095238,651.019047619048
2008,"CHOCO","PRECIP",478.843902439024,458.533333333333,384.99756097561,481.1,548.125641025641,543.497368421053,558.584210526316,567.320512820513,486.815384615385,573.653846153846,674.515384615385,631.89756097561
2009,"CHOCO","PRECIP",609.148780487805,455.965853658537,445.2,483.12380952381,446.095238095238,544.933333333333,632.678048780488,687.217073170732,516.360975609756,554.84358974359,492.234210526316,429.613157894737
2010,"CHOCO","PRECIP",270.833766233766,324.038961038961,541.205128205128,520.583333333333,590.938461538462,590.580769230769,618.673076923077,697.634615384615,566.788157894737,668.371428571429,896.588311688312,853.312987012987
2011,"CHOCO","PRECIP",575.997260273973,376.766666666667,456.619402985075,543.263076923077,701.434426229508,667.949180327869,658.52641509434,531.572727272727,521.109302325581,720.459459459459,715.224324324324,705.205263157895
2012,"CHOCO","PRECIP",595.468421052632,440.123684210526,494.513157894737,485.276315789474,661.081081081081,467.281081081081,481.697297297297,649.191891891892,487.194594594595,568.978378378378,695.768571428571,538.969444444444
2013,"CHOCO","PRECIP",299.425,496.166666666667,531.730555555556,517.036111111111,578.7,528.338888888889,622.888571428571,729.402941176471,509.936363636364,501.634285714286,484.288235294118,415.922857142857
2014,"CHOCO","PRECIP",429.744117647059,422.266129032258,454.407666666667,465.14275862069,556.752,607.173846153846,285.21,344.43,439.02,187.89,NA,348.63
2007,"CORDOBA","PRECIP",3.49333333333333,3.55192307692308,75.6759615384615,198.273333333333,225.307619047619,268.090476190476,201.453846153846,291.128155339806,226.816504854369,212.148571428571,82.926213592233,81.2457142857143
2008,"CORDOBA","PRECIP",18.8553398058252,35.6028571428571,40.1796116504854,102.140952380952,228.97619047619,213.498095238095,208.925242718447,228.83786407767,243.668316831683,240.499047619048,222.056310679612,28.9145631067961
2009,"CORDOBA","PRECIP",33.1095238095238,19.4336633663366,62.4,103.637373737374,180.211340206186,238.746391752577,245.79381443299,190.338947368421,188.293684210526,154.094318181818,85.8852631578947,26.3548387096774
2010,"CORDOBA","PRECIP",1.25796178343949,14.2605095541401,76.515923566879,128.205732484076,193.55935483871,230.609677419355,275.381290322581,255.345161290323,284.872549019608,181.964,204.709150326797,182.464189189189
2011,"CORDOBA","PRECIP",21.7761904761905,41.821686746988,103.932,136.42027027027,226.714864864865,258.111111111111,185.648529411765,217.622580645161,232.275806451613,149.303389830508,192.73,112.395
2012,"CORDOBA","PRECIP",10.1542372881356,12.7525423728814,55.856862745098,195.497916666667,214.216666666667,265.262222222222,212.351111111111,270.154761904762,217.989473684211,243.129411764706,126.735294117647,56.1625
2013,"CORDOBA","PRECIP",1.59285714285714,14.3923076923077,68.3846153846154,138.675,129.714285714286,149,161,319,183,195,NA,NA
2014,"CORDOBA","PRECIP",37.25,25.84,48.63,127.16,150.76,213.66,149.83,220.47,255.52,169.38,NA,74.36
2007,"CUNDINAMARCA","PRECIP",46.4283582089552,30.4910891089109,139.356852791878,211.629556650246,157.453535353535,138.616836734694,84.7585365853659,138.884422110553,77.0905,233.559701492537,131.539378238342,116.073096446701
2008,"CUNDINAMARCA","PRECIP",74.3849514563107,86.9471428571429,112.795673076923,129.444221105528,234.135922330097,165.515897435897,157.398429319372,155.28,106.494146341463,160.993367346939,205.664467005076,76.2054455445545
2009,"CUNDINAMARCA","PRECIP",82.332380952381,80.6633663366337,149.023383084577,143.389603960396,115.539086294416,140.662944162437,108.024875621891,105.573195876289,78.7451086956522,143.41914893617,102.365363128492,52.9131147540984
2010,"CUNDINAMARCA","PRECIP",17.4436046511628,53.7198198198198,84.7488372093023,218.89269005848,214.214857142857,146.809580838323,196.404105571848,96.1641337386018,105.82786377709,143.905214723926,218.773333333333,130.172875816993
2011,"CUNDINAMARCA","PRECIP",50.5561349693252,131.782580645161,186.23698630137,298.71654676259,218.027881040892,130.821632653061,119.270212765957,101.952112676056,110.366847826087,209.918390804598,242.076870748299,124.036363636364
2012,"CUNDINAMARCA","PRECIP",85.690990990991,66.4258928571429,171.950458715596,239.925688073394,148.071028037383,124.805607476636,170.439805825243,116.196116504854,77.548,167.079381443299,108.637894736842,84.7585106382979
2013,"CUNDINAMARCA","PRECIP",29.0601769911504,113.041228070175,116.667857142857,175.555454545455,228.557575757576,99.377,150.46976744186,148.123255813953,118.26,140.976470588235,213.159615384615,113
2014,"CUNDINAMARCA","PRECIP",63.9827777777778,137.13696969697,170.887857142857,188.45,177.83,155.11,109.84,88.83,132.13,293.08,NA,112.01
2007,"GUAINIA","PRECIP",36.7,30.6666666666667,248.75,273,452.5,568.833333333333,397.666666666667,394.4,323.866666666667,291,141,145.833333333333
2008,"GUAINIA","PRECIP",54.8,145.333333333333,70.8333333333333,291.3,434,553.833333333333,462.283333333333,322.116666666667,215.233333333333,259.7,274.583333333333,81.6666666666667
2009,"GUAINIA","PRECIP",221.683333333333,107.033333333333,171.55,170.366666666667,249.966666666667,380.816666666667,505.92,363.783333333333,294.916666666667,201.383333333333,142.95,123.866666666667
2010,"GUAINIA","PRECIP",40.6,125.2,180.683333333333,269.366666666667,441.8,493.833333333333,354,352.833333333333,227.4,164.983333333333,246.65,178.266666666667
2011,"GUAINIA","PRECIP",134,143.6,225.816666666667,189.783333333333,491.25,430,698.428571428571,304.55,294.4,245.666666666667,238.72,256.98
2012,"GUAINIA","PRECIP",68.4,98.46,263.75,363.4,404.4,293.8,432.4,392.5,246.466666666667,200.416666666667,193.266666666667,159.533333333333
2013,"GUAINIA","PRECIP",55.4166666666667,175.183333333333,189.883333333333,273.8,372.76,407.75,402,449.666666666667,433.1,161,107,112.5
2014,"GUAINIA","PRECIP",124.5475,102.9375,96.03,305.8,266.355,637.3,498.67,370.5,248.71,315.69,NA,188.15
2007,"GUAJIRA","PRECIP",0.924137931034483,0.825862068965517,45.6275862068966,94.3728813559322,131.587931034483,59.2322033898305,37.1864406779661,156.576271186441,135.633333333333,234.356896551724,129.063793103448,53.4931034482759
2008,"GUAJIRA","PRECIP",2.56491228070175,0.392982456140351,4.5280701754386,101.970175438596,55.7741379310345,29.9310344827586,47.4473684210526,113.8125,150.328070175439,249.513461538462,175.449019607843,39.6584905660377
2009,"GUAJIRA","PRECIP",25.8418181818182,11.4446428571429,8.89454545454545,2.33392857142857,86.7071428571429,73.3035714285714,16.925,27.9517857142857,64.4910714285714,104.848214285714,90.9618181818182,19.1527272727273
2010,"GUAJIRA","PRECIP",1.2954128440367,2.29417475728155,59.0357798165138,40.2660550458716,120.491509433962,92.7452830188679,135.129245283019,166.38623853211,254.68785046729,198.942574257426,321.022641509434,197.525
2011,"GUAJIRA","PRECIP",16.6403846153846,7.69708737864078,17.6116279069767,31.6578947368421,213.741818181818,91.5745098039216,62.456862745098,107.547058823529,152.458823529412,187.311764705882,231.1,102.71568627451
2012,"GUAJIRA","PRECIP",2.02156862745098,1.03921568627451,11.9901960784314,92.3882352941176,111.745098039216,30.4823529411765,15.1137254901961,57.5294117647059,71.8392156862745,233.642,52.938,15.596
2013,"GUAJIRA","PRECIP",1.566,2.21489361702128,14.0428571428571,15.588,85.9897959183673,42.7913043478261,18.8377777777778,51.14,185.7,130.211111111111,51.15,NA
2014,"GUAJIRA","PRECIP",25,25,27.73,35.48,51.46,28.42,25.13,84.4,97.51,239.16,NA,36.49
2007,"GUAVIARE","PRECIP",30.94,42.4,233.38,339.2,318.04,484.82,196.78,294.66,282.34,178.64,163.12,153.24
2008,"GUAVIARE","PRECIP",18.54,51.875,104.54,240.6,316.2,477.666666666667,406.62,211.34,211.98,321.9,257.633333333333,88.8333333333333
2009,"GUAVIARE","PRECIP",171.7,58.08,237.46,215.56,277.3,405.54,264.48,350.5,205.24,237.9,163.98,69
2010,"GUAVIARE","PRECIP",6.8,82.425,198.56,380.26,225.08,326.52,344.6,188.46,182.58,205.12,175.82,158.12
2011,"GUAVIARE","PRECIP",69.1,87.32,214.75,268.52,555.375,456.825,285.8,NA,NA,NA,NA,NA
2014,"GUAVIARE","PRECIP",47.51,77.35,136.32,435.39,334.27,484.56,357.58,339.54,247.71,144.32,NA,113.75
2007,"HUILA","PRECIP",55.0336283185841,46.1118181818182,160.853153153153,192.965486725664,159.766964285714,125.895614035088,55.1486725663717,69.9911504424779,45.4619469026549,257.536936936937,183.082142857143,197.30625
2008,"HUILA","PRECIP",102.929203539823,159.049557522124,191.766371681416,195.229203539823,202.978947368421,79.1873873873874,93.2972972972973,73.5315315315315,72.6973451327434,180.59009009009,290.904545454545,171.195535714286
2009,"HUILA","PRECIP",191.975892857143,179.573214285714,236.70625,150.503539823009,105.022123893805,84.1423423423423,79.7288288288288,67.6630630630631,50.3142857142857,170.064864864865,110.847321428571,84.4531531531532
2010,"HUILA","PRECIP",27.852036199095,95.2164383561644,76.3826484018265,221.061187214612,201.107239819005,118.538356164384,150.502272727273,32.4327272727273,76.9213636363636,177.285135135135,314.443636363636,192.650909090909
2011,"HUILA","PRECIP",91.8083720930233,191.825714285714,191.84882629108,330.089573459716,207.66862745098,122.255825242718,99.9445652173913,35.1209090909091,71.627358490566,185,338.984761904762,274.961320754717
2012,"HUILA","PRECIP",206.927358490566,107.529807692308,176.264423076923,207.909708737864,62.743137254902,54.3098039215686,65.6778846153846,58.004854368932,40.4910891089109,167.460784313725,171.91568627451,196.060396039604
2013,"HUILA","PRECIP",58.6414141414141,186.809900990099,100.546534653465,111.086,195.504301075269,81.8302083333333,99.6285714285714,89.8547368421053,73.2851063829787,109.595833333333,236.462365591398,137.997916666667
2014,"HUILA","PRECIP",103.723578947368,116.482903225806,209.1325,112.870340909091,190.603484848485,98.7627083333333,69.56,63.44,52.05,144.64,NA,266.03
2007,"MAGDALENA","PRECIP",0.900934579439252,8.97196261682243,55.7660194174757,179.731730769231,279.571153846154,129.296153846154,160.574285714286,319.09619047619,232.275961538462,385.365384615385,148.91619047619,63.1038095238095
2008,"MAGDALENA","PRECIP",10.407619047619,20.44,52.0692307692308,92.8971153846154,172.51320754717,147.509433962264,163.143396226415,277.396261682243,201.149514563107,272.742990654206,244.012380952381,34.2028037383178
2009,"MAGDALENA","PRECIP",32.2766990291262,24.7298969072165,58.5009803921569,77.2450980392157,138.946153846154,148.573076923077,101.657692307692,133.188461538462,95.3875,143.862264150943,123.371844660194,24.872380952381
